ye1_38b,ye1_38c,total_expend,status,hhtype,y_nfm,total_food,percentile,price_per_liter,total_expend_per_person,total_food_per_person,ye1_38c_per_person
1.0,300.0,59033.12890625,3.0,глава Мужчина трудоспос возраста,7.0,29722.62890625,81,300.0,8433.304129464286,4246.08984375,42.857142857142854
1.175,442.6713,78520.7109375,3.0,глава Женщина трудоспос возраста,3.0,25899.328125,89,376.7415319148936,26173.5703125,8633.109375,147.5571
1.0,274.29,105095.1875,3.0,глава Мужчина трудоспос возраста,4.0,42035.6875,95,274.29,26273.796875,10508.921875,68.5725
1.0,308.57,140551.734375,3.0,глава Мужчина трудоспос возраста,2.0,13156.990234375,97,308.57,70275.8671875,6578.4951171875,154.285
1.0,287.14,27994.921875,3.0,глава Мужчина пенс возраста,2.0,10942.1005859375,45,287.14,13997.4609375,5471.05029296875,143.57
1.0,308.57,32600.86328125,3.0,глава Мужчина трудоспос возраста,3.0,18698.552734375,53,308.57,10866.954427083334,6232.850911458333,102.85666666666667
1.0,291.43,16417.140625,3.0,глава Мужчина пенс возраста,2.0,9797.140625,21,291.43,8208.5703125,4898.5703125,145.715
1.0,308.57,18440.490234375,3.0,глава Женщина пенс возраста,1.0,3320.489990234375,26,308.57,18440.490234375,3320.489990234375,308.57
1.9250000000000003,702.0435000000001,52721.203125,4.0,глава Мужчина трудоспос возраста,2.0,25010.23046875,76,364.6979220779221,26360.6015625,12505.115234375,351.02175000000005
1.163,395.57180000000005,28977.76953125,4.0,глава Мужчина трудоспос возраста,3.0,14559.009765625,47,340.13052450558905,9659.256510416666,4853.003255208333,131.85726666666667
1.6190000000000004,525.3845999999999,19308.66015625,4.0,глава Женщина пенс возраста,1.0,7292.7802734375,28,324.5117974058059,19308.66015625,7292.7802734375,525.3845999999999
1.3480000000000003,514.8857,21237.3203125,4.0,глава Женщина пенс возраста,1.0,11721.3203125,32,381.9626854599406,21237.3203125,11721.3203125,514.8857
1.0,364.29,59931.2265625,4.0,глава Мужчина пенс возраста,2.0,27007.8671875,82,364.29,29965.61328125,13503.93359375,182.145
1.0,308.57,42873.73046875,4.0,глава Мужчина пенс возраста,1.0,6612.85009765625,67,308.57,42873.73046875,6612.85009765625,308.57
1.1449999999999998,370.36959999999976,28069.7109375,4.0,глава Женщина пенс возраста,1.0,5351.06982421875,45,323.46689956331863,28069.7109375,5351.06982421875,370.36959999999976
2.323,935.485600000001,182059.453125,4.0,глава Мужчина трудоспос возраста,4.0,19778.958984375,99,402.7058114507107,45514.86328125,4944.73974609375,233.87140000000025
1.0,325.71,15843.4609375,4.0,глава Женщина пенс возраста,1.0,5827.55029296875,20,325.71,15843.4609375,5827.55029296875,325.71
1.5030000000000003,466.97130000000004,5749.52001953125,4.0,глава Женщина трудоспос возраста,1.0,3929.52001953125,2,310.69281437125744,5749.52001953125,3929.52001953125,466.97130000000004
1.155,462.086,12548.580078125,4.0,глава Женщина пенс возраста,1.0,4301.580078125,12,400.07445887445886,12548.580078125,4301.580078125,462.086
1.0,364.29,49054.5390625,4.0,глава Женщина пенс возраста,1.0,11944.0791015625,73,364.29,49054.5390625,11944.0791015625,364.29
1.4480000000000002,614.9153000000001,25819.4609375,4.0,глава Женщина трудоспос возраста,1.0,10547.7900390625,41,424.66526243093926,25819.4609375,10547.7900390625,614.9153000000001
1.3560000000000003,496.79960000000005,10669.169921875,4.0,глава Женщина пенс возраста,1.0,3569.169921875,8,366.3713864306784,10669.169921875,3569.169921875,496.79960000000005
1.598000000000001,505.7996999999999,52947.33203125,4.0,глава Мужчина трудоспос возраста,3.0,12795.8701171875,77,316.5204630788483,17649.110677083332,4265.2900390625,168.59989999999996
1.4060000000000015,498.62560000000013,16562.6796875,4.0,глава Женщина трудоспос возраста,2.0,6762.85986328125,21,354.6412517780936,8281.33984375,3381.429931640625,249.31280000000007
1.2810000000000006,466.9767000000002,8204.2802734375,4.0,глава Мужчина трудоспос возраста,1.0,2704.280029296875,4,364.5407494145199,8204.2802734375,2704.280029296875,466.9767000000002
1.5350000000000004,614.7868000000002,24607.0703125,4.0,глава Женщина трудоспос возраста,1.0,10782.849609375,39,400.5125732899023,24607.0703125,10782.849609375,614.7868000000002
2.0420000000000003,763.1994000000003,55418.03125,4.0,глава Женщина трудоспос возраста,3.0,23635.71875,79,373.7509304603331,18472.677083333332,7878.572916666667,254.3998000000001
1.0,364.29,15654.73046875,4.0,глава Мужчина трудоспос возраста,2.0,6578.580078125,19,364.29,7827.365234375,3289.2900390625,182.145
1.0020000000000004,327.0841999999998,9520.109375,3.0,глава Женщина пенс возраста,1.0,5536.56982421875,6,326.4313373253489,9520.109375,5536.56982421875,327.0841999999998
1.9709999999999999,697.3283,15038.580078125,4.0,глава Женщина пенс возраста,1.0,9908.580078125,18,353.794165398275,15038.580078125,9908.580078125,697.3283
0.9360000000000008,444.55699999999996,14358.5703125,3.0,глава Мужчина пенс возраста,2.0,9172.8603515625,16,474.95405982905936,7179.28515625,4586.43017578125,222.27849999999998
1.0,265.71,20855.1484375,4.0,глава Мужчина трудоспос возраста,1.0,6943.7197265625,31,265.71,20855.1484375,6943.7197265625,265.71
1.5350000000000004,637.0705999999998,62927.734375,3.0,глава Мужчина трудоспос возраста,5.0,33753.6796875,83,415.02970684039065,12585.546875,6750.7359375,127.41411999999995
2.571,837.8998000000004,66948.234375,4.0,глава Женщина трудоспос возраста,3.0,29722.396484375,85,325.90423959548826,22316.078125,9907.465494791666,279.29993333333346
1.4089999999999991,687.9851,102390.46875,3.0,глава Мужчина трудоспос возраста,4.0,30693.294921875,94,488.278992193045,25597.6171875,7673.32373046875,171.996275
1.189,555.8992,41279.9453125,4.0,глава Женщина пенс возраста,2.0,20832.857421875,65,467.5350714886459,20639.97265625,10416.4287109375,277.9496
1.0169999999999997,435.66960000000023,41853.796875,1.0,глава Мужчина трудоспос возраста,4.0,18042.859375,66,428.3870206489679,10463.44921875,4510.71484375,108.91740000000006
0.9355000000000008,413.6099,34328.5703125,1.0,глава Мужчина трудоспос возраста,3.0,22028.5703125,56,442.1270978086581,11442.856770833334,7342.856770833333,137.86996666666667
0.9630000000000005,367.84289999999993,6784.650390625,1.0,глава Мужчина трудоспос возраста,1.0,5534.650390625,2,381.97601246105893,6784.650390625,5534.650390625,367.84289999999993
1.030000000000001,444.0345000000002,13895.818359375,1.0,глава Мужчина пенс возраста,1.0,6185.509765625,15,431.10145631067945,13895.818359375,6185.509765625,444.0345000000002
0.9890000000000002,395.35710000000006,54693.2109375,1.0,глава Мужчина пенс возраста,2.0,9791.6806640625,78,399.7543983822042,27346.60546875,4895.84033203125,197.67855000000003
1.4380000000000004,592.31,159428.296875,1.0,глава Мужчина трудоспос возраста,5.0,19199.998046875,98,411.8984700973573,31885.659375,3839.999609375,118.46199999999999
1.4160000000000008,482.56350000000015,35675.66015625,1.0,глава Мужчина трудоспос возраста,2.0,15172.9208984375,58,340.7934322033897,17837.830078125,7586.46044921875,241.28175000000007
0.9399999999999998,350.18650000000014,169677.671875,1.0,глава Женщина пенс возраста,1.0,3544.290283203125,98,372.53882978723425,169677.671875,3544.290283203125,350.18650000000014
1.5530000000000002,555.3414999999998,62361.06640625,1.0,глава Мужчина трудоспос возраста,5.0,16242.8798828125,83,357.59272376046346,12472.21328125,3248.5759765625,111.06829999999995
1.1669999999999996,457.7155000000002,65869.671875,1.0,глава Мужчина трудоспос возраста,3.0,26742.8671875,84,392.21550985432765,21956.557291666668,8914.2890625,152.5718333333334
1.3560000000000003,516.2995999999999,64904.06640625,1.0,глава Мужчина трудоспос возраста,3.0,22285.7109375,84,380.75191740412964,21634.688802083332,7428.5703125,172.09986666666666
1.0230000000000004,414.55810000000014,55527.30859375,1.0,глава Мужчина трудоспос возраста,5.0,13061.23046875,79,405.23763440860216,11105.46171875,2612.24609375,82.91162000000003
0.9930000000000001,402.2563999999999,89497.65625,1.0,глава Мужчина трудоспос возраста,3.0,23213.451171875,92,405.0920443101711,29832.552083333332,7737.817057291667,134.08546666666663
0.9590000000000003,620.2730000000003,38870.640625,1.0,глава Мужчина трудоспос возраста,5.0,18522.255859375,62,646.791449426486,7774.128125,3704.451171875,124.05460000000005
1.0830000000000002,486.351,18292.349609375,1.0,глава Женщина пенс возраста,1.0,5092.35009765625,25,449.0775623268697,18292.349609375,5092.35009765625,486.351
1.192,489.814,90591.515625,1.0,глава Женщина трудоспос возраста,3.0,11457.9091796875,92,410.9177852348994,30197.171875,3819.3030598958335,163.27133333333333
1.2350000000000003,783.9857,49780.7578125,1.0,глава Мужчина трудоспос возраста,5.0,19628.580078125,74,634.8062348178136,9956.1515625,3925.716015625,156.79713999999998
1.0030000000000003,394.88459999999975,34521.7578125,1.0,глава Женщина трудоспос возраста,3.0,15587.150390625,56,393.7034895314054,11507.252604166666,5195.716796875,131.6281999999999
1.006,464.10839999999996,17034.46875,1.0,глава Женщина пенс возраста,1.0,5434.2001953125,22,461.3403578528827,17034.46875,5434.2001953125,464.10839999999996
1.0290000000000006,487.3708999999999,14876.8203125,1.0,глава Мужчина трудоспос возраста,1.0,8709.1298828125,18,473.63547133138934,14876.8203125,8709.1298828125,487.3708999999999
1.0,321.43,30461.75,1.0,глава Мужчина пенс возраста,2.0,13727.3798828125,50,321.43,15230.875,6863.68994140625,160.715
1.072,381.38630000000006,10445.7099609375,1.0,глава Мужчина трудоспос возраста,1.0,4345.7099609375,8,355.770802238806,10445.7099609375,4345.7099609375,381.38630000000006
1.0590000000000008,519.7718000000001,32275.54296875,1.0,глава Мужчина трудоспос возраста,2.0,21651.421875,53,490.8137865911234,16137.771484375,10825.7109375,259.88590000000005
1.0730000000000002,382.0705999999999,22702.849609375,1.0,глава Женщина трудоспос возраста,2.0,7002.85009765625,35,356.0769804287044,11351.4248046875,3501.425048828125,191.03529999999995
1.0,321.43,18142.4296875,1.0,глава Женщина пенс возраста,1.0,8808.1796875,25,321.43,18142.4296875,8808.1796875,321.43
1.0,480.0,19124.4609375,1.0,глава Мужчина пенс возраста,2.0,7994.4599609375,27,480.0,9562.23046875,3997.22998046875,240.0
1.3,737.14,92023.546875,1.0,глава Мужчина трудоспос возраста,9.0,54124.08203125,93,567.0307692307692,10224.838541666666,6013.786892361111,81.90444444444444
1.0,385.71,23325.4609375,1.0,глава Мужчина трудоспос возраста,4.0,9085.740234375,36,385.71,5831.365234375,2271.43505859375,96.4275
1.0859999999999999,418.58509999999995,28734.529296875,1.0,глава Мужчина трудоспос возраста,2.0,13634.939453125,47,385.4374769797422,14367.2646484375,6817.4697265625,209.29254999999998
1.0,428.57,22907.890625,1.0,глава Мужчина пенс возраста,2.0,9507.8896484375,36,428.57,11453.9453125,4753.94482421875,214.285
1.0130000000000001,395.5723000000001,17719.73046875,1.0,глава Женщина пенс возраста,1.0,11419.73046875,24,390.49585389930905,17719.73046875,11419.73046875,395.5723000000001
1.0070000000000001,373.54330000000004,54187.9609375,1.0,глава Мужчина трудоспос возраста,6.0,18926.140625,78,370.9466732869911,9031.326822916666,3154.3567708333335,62.25721666666667
1.0,514.29,10902.859375,1.0,глава Мужчина пенс возраста,1.0,5652.85986328125,8,514.29,10902.859375,5652.85986328125,514.29
1.1340000000000003,444.3851999999999,270674.25,1.0,глава Мужчина трудоспос возраста,5.0,13191.4404296875,100,391.87407407407386,54134.85,2638.2880859375,88.87703999999998
1.0,514.29,12498.58984375,1.0,глава Женщина пенс возраста,1.0,8198.58984375,12,514.29,12498.58984375,8198.58984375,514.29
1.0,317.14,14485.84765625,1.0,глава Женщина пенс возраста,1.0,9909.83984375,17,317.14,14485.84765625,9909.83984375,317.14
1.0120000000000002,368.9569,24168.75,1.0,глава Женщина пенс возраста,1.0,5108.75,38,364.58191699604737,24168.75,5108.75,368.9569
2.0,471.43,37062.53125,1.0,глава Женщина трудоспос возраста,5.0,21377.16015625,60,235.715,7412.50625,4275.43203125,94.286
1.1580000000000001,485.05760000000004,55505.8515625,1.0,глава Мужчина трудоспос возраста,4.0,14944.310546875,79,418.8753022452504,13876.462890625,3736.07763671875,121.26440000000001
1.3590000000000009,582.6865000000001,24009.9921875,1.0,глава Женщина трудоспос возраста,3.0,12008.55078125,38,428.7612214863869,8003.330729166667,4002.8502604166665,194.22883333333337
0.9500000000000003,411.38670000000013,12332.619140625,1.0,глава Мужчина трудоспос возраста,2.0,6175.72021484375,11,433.0386315789474,6166.3095703125,3087.860107421875,205.69335000000007
1.3440000000000005,562.5950000000003,76481.2890625,1.0,глава Мужчина трудоспос возраста,5.0,19729.48046875,89,418.59747023809524,15296.2578125,3945.89609375,112.51900000000005
1.0130000000000001,386.2693999999997,48579.484375,1.0,глава Мужчина трудоспос возраста,5.0,16410.009765625,72,381.31233958538957,9715.896875,3282.001953125,77.25387999999994
1.0390000000000004,405.9848999999998,41807.76171875,1.0,глава Мужчина трудоспос возраста,3.0,15820.3603515625,66,390.7458132820016,13935.920572916666,5273.453450520833,135.32829999999993
1.213,486.04360000000014,52019.1640625,1.0,глава Мужчина трудоспос возраста,3.0,14131.7998046875,76,400.6954657873043,17339.721354166668,4710.599934895833,162.0145333333334
1.0240000000000002,413.8719000000001,23483.419921875,1.0,глава Женщина пенс возраста,2.0,9372.849609375,37,404.17177734375,11741.7099609375,4686.4248046875,206.93595000000005
1.0290000000000004,372.94270000000006,14252.828125,1.0,глава Мужчина пенс возраста,1.0,6878.52001953125,16,362.43216715257523,14252.828125,6878.52001953125,372.94270000000006
1.0,428.57,32641.189453125,1.0,глава Мужчина трудоспос возраста,3.0,9983.33984375,53,428.57,10880.396484375,3327.7799479166665,142.85666666666665
1.4790000000000003,557.2291,92374.4375,1.0,глава Мужчина трудоспос возраста,6.0,32498.609375,93,376.7607167004732,15395.739583333334,5416.434895833333,92.87151666666666
1.0250000000000001,375.1292000000001,15347.130859375,1.0,глава Женщина пенс возраста,1.0,6497.13037109375,19,365.9797073170732,15347.130859375,6497.13037109375,375.1292000000001
1.1900000000000004,510.8148000000001,42321.51953125,1.0,глава Мужчина трудоспос возраста,6.0,14781.4296875,66,429.25613445378144,7053.586588541667,2463.5716145833335,85.13580000000002
1.8540000000000005,749.3984999999998,62295.3515625,1.0,глава Мужчина трудоспос возраста,6.0,26379.94921875,83,404.2063106796114,10382.55859375,4396.658203125,124.89974999999997
1.0030000000000006,363.4300000000003,52436.8671875,1.0,глава Мужчина трудоспос возраста,4.0,17567.509765625,76,362.34297108673985,13109.216796875,4391.87744140625,90.85750000000007
0.8960000000000004,318.9010000000001,34001.8828125,1.0,глава Мужчина трудоспос возраста,2.0,11682.7890625,55,355.91629464285717,17000.94140625,5841.39453125,159.45050000000006
1.0061000000000009,441.34390000000013,31825.7265625,1.0,глава Мужчина трудоспос возраста,2.0,23575.7265625,52,438.66802504721176,15912.86328125,11787.86328125,220.67195000000007
1.0340000000000003,304.9265999999997,26795.099609375,1.0,глава Мужчина пенс возраста,2.0,8295.099609375,43,294.89999999999964,13397.5498046875,4147.5498046875,152.46329999999986
1.0,385.71,36271.3046875,1.0,глава Мужчина трудоспос возраста,2.0,8634.5498046875,59,385.71,18135.65234375,4317.27490234375,192.855
1.055,414.5991999999998,50764.60546875,1.0,глава Женщина трудоспос возраста,2.0,14318.3310546875,75,392.98502369668233,25382.302734375,7159.16552734375,207.2995999999999
0.9680000000000003,358.84259999999995,17123.5703125,1.0,глава Женщина трудоспос возраста,2.0,8383.8505859375,23,370.705165289256,8561.78515625,4191.92529296875,179.42129999999997
1.078,399.5138999999999,80695.2890625,1.0,глава Мужчина трудоспос возраста,4.0,23044.208984375,90,370.6065862708719,20173.822265625,5761.05224609375,99.87847499999998
1.0564,472.27649999999994,13499.359375,1.0,глава Женщина пенс возраста,1.0,7499.35986328125,14,447.062192351382,13499.359375,7499.35986328125,472.27649999999994
1.0,287.14,22624.2890625,1.0,глава Женщина трудоспос возраста,2.0,8224.2890625,35,287.14,11312.14453125,4112.14453125,143.57
1.0,415.71,17625.73046875,1.0,глава Женщина пенс возраста,1.0,10345.73046875,24,415.71,17625.73046875,10345.73046875,415.71
0.9800000000000004,371.87280000000015,24035.48046875,1.0,глава Мужчина трудоспос возраста,2.0,11500.1103515625,38,379.4620408163265,12017.740234375,5750.05517578125,185.93640000000008
1.1950000000000003,473.5733000000003,33166.08984375,1.0,глава Мужчина трудоспос возраста,4.0,6867.83935546875,54,396.295648535565,8291.5224609375,1716.9598388671875,118.39332500000008
0.9640000000000007,348.04290000000003,29515.208984375,1.0,глава Мужчина трудоспос возраста,4.0,8348.58984375,48,361.0403526970952,7378.80224609375,2087.1474609375,87.01072500000001
1.0,368.57,33818.86328125,1.0,глава Женщина трудоспос возраста,2.0,19298.572265625,55,368.57,16909.431640625,9649.2861328125,184.285
1.3690000000000004,537.3015000000003,56770.35546875,1.0,глава Мужчина трудоспос возраста,4.0,15300.83984375,80,392.47735573411256,14192.5888671875,3825.2099609375,134.32537500000007
1.0080000000000002,545.3578000000001,44435.71875,1.0,глава Мужчина трудоспос возраста,6.0,18535.71875,69,541.0295634920635,7405.953125,3089.2864583333335,90.89296666666668
0.9655000000000001,327.8148000000001,68609.046875,1.0,глава Мужчина трудоспос возраста,3.0,8262.83984375,86,339.528534438115,22869.682291666668,2754.2799479166665,109.27160000000003
0.9620000000000006,343.3280999999999,24569.599609375,1.0,глава Мужчина трудоспос возраста,2.0,9227.1494140625,39,356.8899168399165,12284.7998046875,4613.57470703125,171.66404999999995
